,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,cleaned_tweets,Polarity,Sentiment
34,34,1463314402552082436,1463314402552082436,1637716315000.0,2021-11-23 20:11:55,-500,, https://t.co/bEgOSMPpEu🤬he was covered in 130 bruises from his head to his feet☠️ #deathpenalty What the 💩,en,['deathpenalty'],[],859436301379960832,859436301379960832,3904speed,3904speed,2,20,https://twitter.com/3904speed/status/1463314402552082436,['https://nypost.com/2021/11/23/poisoned-boy-6-struggles-to-stand-before-dad-and-stepmom-tortured-him-to-death/?utm_campaign=iphone_nyp&utm_source=twitter_app'],[],0,,False,1,0,2,,None,,,,,,,[],,,,, was covered in 130 bruises from his head to his feet☠️ deathpenalty what the 💩,0.0,neutral
35,35,1463300027200253955,1462740854422925313,1637712887000.0,2021-11-23 19:14:47,-500,,"@Kushbae112 William Marcus Wilson shot and killed a young teenage girl, by hitting her in the back of the head with a single bullet, in response to verbal taunting.  #deathpenalty",en,['deathpenalty'],[],1349300944283041792,1349300944283041792,kevinryanmedia,"Kevin Ryan - Comics, Politics & Other Sci-Fi",2,19,https://twitter.com/kevinryanmedia/status/1463300027200253955,[],[],0,,False,2,3,0,,None,,,,,,,"[{'screen_name': 'Kushbae112', 'name': 'Imsickofallthisshit', 'id': '874414267071475712'}]",,,,, william marcus wilson shot and killed a young teenage girl by hitting her in the back of the head with a single bullet in response to verbal taunting deathpenalty,-0.03428571428571429,neutral
36,36,1463296277869907970,1463296277869907970,1637711994000.0,2021-11-23 18:59:54,-500,,These are the dead from Sunday's Christmas Parade. An 8 yr old boy succumbed to his injuries today. #DeathPenalty  https://t.co/CakBhxn4Sg,en,['deathpenalty'],[],4249328180,4249328180,StephanieRuff3,Resist46 🇺🇲🎨✝️🍉🥑,2,18,https://twitter.com/StephanieRuff3/status/1463296277869907970,[],['https://pbs.twimg.com/media/FE6sNbdXsAEGVR5.jpg'],1,https://pbs.twimg.com/media/FE6sNbdXsAEGVR5.jpg,False,0,0,0,,None,,,,,,,[],,,,,these are the dead from sundays christmas parade an 8 yr old boy succumbed to his injuries today deathpenalty ,-0.11666666666666665,negative
37,37,1463267527094677516,1463267527094677516,1637705139000.0,2021-11-23 17:05:39,-500,,"""The states that held on to #slavery the longest are the same states that are holding on to the #deathpenalty."" -@ShaneClaiborne  https://t.co/xrsJCmDQ6v #juliusjones #StopExecutions @justice4julius",en,"['slavery', 'deathpenalty', 'juliusjones', 'stopexecutions']",[],837737528291647488,837737528291647488,DeathPenaltyAct,Death Penalty Action,2,17,https://twitter.com/DeathPenaltyAct/status/1463267527094677516,['https://wapo.st/3r5uTra'],[],0,,False,30,1,11,,None,,,,,,,[],,,,,the states that held on to slavery the longest are the same states that are holding on to the deathpenalty  juliusjones stopexecutions ,0.0,neutral
38,38,1463265433969115151,1463265433969115151,1637704640000.0,2021-11-23 16:57:20,-500,,"“Given the doubts about [#JuliusJones'] guilt, it was an absolute must to eliminate the possibility of execution,” @SteveKerr told reporters. “If you live in a civilized country, that should be the norm.” @DPInfoCtr @justice4julius #deathpenalty",en,"['juliusjones', 'deathpenalty']",[],2859022449,2859022449,RDunhamDPIC,Robert Dunham,2,16,https://twitter.com/RDunhamDPIC/status/1463265433969115151,[],[],0,,False,12,0,5,https://twitter.com/RDunhamDPIC/status/1463264668122812421,None,,,,,,,[],,,,,“given the doubts about juliusjones guilt it was an absolute must to eliminate the possibility of execution” told reporters “if you live in a civilized country that should be the norm” deathpenalty,0.24545454545454545,positive
39,39,1463263400050495492,1463263400050495492,1637704155000.0,2021-11-23 16:49:15,-500,,These people should be put to death this is the worst thing that any one could do. A child should be protected and loved by its parents! This is beyond humane ! #deathpenalty,en,['deathpenalty'],[],2879356814,2879356814,RobBerrywood,Rob,2,16,https://twitter.com/RobBerrywood/status/1463263400050495492,[],[],0,,False,0,0,0,https://twitter.com/piersmorgan/status/1463223218379046912,None,,,,,,,[],,,,,these people should be put to death this is the worst thing that any one could do a child should be protected and loved by its parents this is beyond humane  deathpenalty,0.0,neutral
40,40,1463258620884406282,1463258620884406282,1637703015000.0,2021-11-23 16:30:15,-500,,Rashida tlaib needs to be tried and prosecuted for treason. How can anyone be in support of releasing VIOLENT CRIMINAL PREDATORS back into society and think that’s ok? Being back the #deathpenalty #colorado,en,"['deathpenalty', 'colorado']",[],1458534016949227522,1458534016949227522,7_childofgod_7,shally,2,16,https://twitter.com/7_childofgod_7/status/1463258620884406282,[],[],0,,False,0,1,0,,None,,,,,,,[],,,,,rashida tlaib needs to be tried and prosecuted for treason how can anyone be in support of releasing violent criminal predators back into society and think that’s ok being back the deathpenalty colorado,-0.14000000000000004,negative
41,41,1463254439595323397,1463254439595323397,1637702019000.0,2021-11-23 16:13:39,-500,,"Thank you for your leadership on this issue, @moodyforelpaso. Use of the #deathpenalty is declining throughout Texas; it is disappointing to see El Paso go in the opposite direction with its haphazard approach to this case.",en,['deathpenalty'],[],467540280,467540280,TCADPdotORG,TCADP,2,16,https://twitter.com/TCADPdotORG/status/1463254439595323397,[],[],0,,False,5,0,2,https://twitter.com/moodyforelpaso/status/1463248328800546819,None,,,,,,,[],,,,,thank you for your leadership on this issue  use of the deathpenalty is declining throughout texas it is disappointing to see el paso go in the opposite direction with its haphazard approach to this case,-0.39999999999999997,negative
42,42,1463241416512086019,1463241416512086019,1637698914000.0,2021-11-23 15:21:54,-500,,"Wrongfully imprisoned for more than 40 years.  If this doesn't convince you that we need to abolish the #DeathPenalty, what is wrong with you?  #KevinStrickland",en,"['deathpenalty', 'kevinstrickland']",[],57708120,57708120,NanInKansas,"Nan, RN. Vaxxed & Masked.",2,15,https://twitter.com/NanInKansas/status/1463241416512086019,[],[],0,,False,2,0,1,https://twitter.com/KCStar/status/1463203184537706503,None,,,,,,,[],,,,,wrongfully imprisoned for more than 40 years if this doesnt convince you that we need to abolish the deathpenalty what is wrong with you kevinstrickland,0.0,neutral
43,43,1463233164382556165,1463233164382556165,1637696946000.0,2021-11-23 14:49:06,-500,,"The U.S. Court of Appeals for the Third Circuit has ruled in favor of death-row exoneree #JimmyDennis, denying qualified immunity to the Philadelphia homicide detectives whom Dennis alleges framed him for murder.  https://t.co/4dmjolAs0J @DPInfoCtr @Atlantic_Ctr #deathpenalty  https://t.co/4qF6Zif2Wj",en,"['jimmydennis', 'deathpenalty']",[],2859022449,2859022449,RDunhamDPIC,Robert Dunham,2,14,https://twitter.com/RDunhamDPIC/status/1463233164382556165,['https://www2.ca3.uscourts.gov/opinarch/192390p.pdf'],['https://pbs.twimg.com/media/FE5xgCpWQAYvnYp.jpg'],1,https://pbs.twimg.com/media/FE5xgCpWQAYvnYp.jpg,False,59,2,14,,None,,,,,,,[],,,,,the us court of appeals for the third circuit has ruled in favor of deathrow exoneree jimmydennis denying qualified immunity to the philadelphia homicide detectives whom dennis alleges framed him for murder deathpenalty ,0.0,neutral
44,44,1463218445017882624,1463218445017882624,1637693437000.0,2021-11-23 13:50:37,-500,,Pervis Payne removed from Death Row. Next step is to exonerate/release him for crime he did not commit. #USJudicialSystem #EndInjustice #PervisPayne #DeathPenalty,en,"['usjudicialsystem', 'endinjustice', 'pervispayne', 'deathpenalty']",[],1458027146794909698,1458027146794909698,SweetL0ve60,🌹SweetLassie🌹,2,13,https://twitter.com/SweetL0ve60/status/1463218445017882624,[],[],0,,False,8,0,2,https://twitter.com/innocence/status/1463203093303201803,None,,,,,,,[],,,,,pervis payne removed from death row next step is to exoneraterelease him for crime he did not commit usjudicialsystem endinjustice pervispayne deathpenalty,0.0,neutral
45,45,1463206503788208135,1463206503788208135,1637690590000.0,2021-11-23 13:03:10,-500,,We need to end the death penalty in the US. @POTUS   @GovStitt needs to grant clemency as recommended by the pardon and parole board. #OKleg #DeathPenalty,en,"['okleg', 'deathpenalty']",[],911601,911601,matty,Matt Hunt,2,13,https://twitter.com/matty/status/1463206503788208135,[],[],0,,False,2,0,5,https://twitter.com/KOCODillon/status/1463190142651412480,None,,,,,,,[],,,,,we need to end the death penalty in the us needs to grant clemency as recommended by the pardon and parole board okleg deathpenalty,0.0,neutral
46,46,1463178524106403844,1463178524106403844,1637683919000.0,2021-11-23 11:11:59,-500,,"As we wait for a #SCOTUS decision on how/if spiritual advisers can be in Texas' execution chamber, Oklahoma says it will allow a prisoner's minister to lay hands on him and pray.   https://t.co/ugDvvQ5ofK #deathpenalty",en,"['scotus', 'deathpenalty']",[],106837822,106837822,jsmccullou,Jolie McCullough,2,11,https://twitter.com/jsmccullou/status/1463178524106403844,['https://www.oklahoman.com/story/news/2021/11/23/oklahoma-let-spiritual-advisors-execution-chamber/8730678002/'],[],0,,False,9,0,8,,None,,,,,,,[],,,,,as we wait for a scotus decision on howif spiritual advisers can be in texas execution chamber oklahoma says it will allow a prisoners minister to lay hands on him and pray deathpenalty,0.0,neutral
47,47,1463165953198501906,1463033884229222407,1637680922000.0,2021-11-23 10:22:02,-500,,"@IndiaToday Some illicit people are holding the powerful position..nonsense,whatever  the assault on females must be Sentences to death #deathpenalty for rapist ,molester,any kind of sexual assault is a serious issues. Must be death penalty",en,['deathpenalty'],[],1562454704,1562454704,Sathyacourage87,SATHYA RAJA 🇮🇳 🩺frontliner🩺👩‍⚕️♡,2,10,https://twitter.com/Sathyacourage87/status/1463165953198501906,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'IndiaToday', 'name': 'IndiaToday', 'id': '19897138'}]",,,,, some illicit people are holding the powerful positionnonsensewhatever the assault on females must be sentences to death deathpenalty for rapist molesterany kind of sexual assault is a serious issues must be death penalty,0.26666666666666666,positive
48,48,1463163736907296771,1463163736907296771,1637680393000.0,2021-11-23 10:13:13,-500,,#Georgia | The Ahmaud Arbery case will go to the jury after prosecutors get the last word  https://t.co/vYnm3nP92T #AhmaudArberyTrial #AhmaudArbery #blacklivesmatter #deathpenalty  https://t.co/kFNv0bWJfa,en,"['georgia', 'ahmaudarberytrial', 'ahmaudarbery', 'blacklivesmatter', 'deathpenalty']",[],389416911,389416911,WebDPN,Death Penalty News,2,10,https://twitter.com/WebDPN/status/1463163736907296771,['https://deathpenaltynews.blogspot.com/2021/11/georgia-ahmaud-arbery-case-will-go-to.html?spref=tw'],['https://pbs.twimg.com/media/FE4zoWbWQBkGjbA.jpg'],1,https://pbs.twimg.com/media/FE4zoWbWQBkGjbA.jpg,False,2,0,1,,None,,,,,,,[],,,,,georgia  the ahmaud arbery case will go to the jury after prosecutors get the last word ahmaudarberytrial ahmaudarbery blacklivesmatter deathpenalty ,0.0,neutral
49,49,1463153453719375875,1463153453719375875,1637677942000.0,2021-11-23 09:32:22,-500,,"Yup! More importantly, it is a crimes to experiment on Humans. It is a crime of the highest order and is punishable by death. No exceptions. Obeying orders is not a defense! Plus, they are killing millions.  #NurembergTrialsForCovid #deathpenalty #Nuremberg2  https://t.co/AeZ6bzRIE9",en,"['nurembergtrialsforcovid', 'deathpenalty', 'nuremberg2']",[],1415306934308200450,1415306934308200450,IMektin,Ivor Mektin,2,9,https://twitter.com/IMektin/status/1463153453719375875,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1463153251843403776/pu/img/Rqv17p2LswXo3YOl.jpg,False,8,0,7,https://twitter.com/AussieVal10/status/1462966778867318787,None,,,,,,,[],,,,,yup more importantly it is a crimes to experiment on humans it is a crime of the highest order and is punishable by death no exceptions obeying orders is not a defense plus they are killing millions nurembergtrialsforcovid deathpenalty nuremberg2 ,0.5,positive
50,50,1463148842447167496,1463148842447167496,1637676842000.0,2021-11-23 09:14:02,-500,,"Tenn. — Today, at 9:30 a.m. CST, a hearing is scheduled for a judge to formally grant #PervisPayne relief from his death sentence. Payne was recently found to be intellectually disabled and, therefore, not eligible for the #deathpenalty. He was convicted and sentenced to death…",en,"['pervispayne', 'deathpenalty']",[],1298473704016535555,1298473704016535555,DeathRowWatcher,Death Row Watcher,2,9,https://twitter.com/DeathRowWatcher/status/1463148842447167496,[],[],0,,False,4,1,3,,None,,,,,,,[],,,,,tenn — today at 930 am cst a hearing is scheduled for a judge to formally grant pervispayne relief from his death sentence payne was recently found to be intellectually disabled and therefore not eligible for the deathpenalty he was convicted and sentenced to death…,-0.1,neutral
51,51,1463123606897139715,1463123606897139715,1637670826000.0,2021-11-23 07:33:46,-500,,"I think @POTUS is not really looking if #JeromePowell is his answer! Powell is too Corporate, most of his decisions put #Corps over #Ppl. I won’t believe #Corps are ppl too until I see em get the #DeathPenalty! These corps get funding/paid no matter what they do to us! @cspanwj",en,"['jeromepowell', 'corps', 'ppl', 'corps', 'deathpenalty']",[],1349413644455571457,1349413644455571457,Freelancer61,Loretta Poindexter,2,7,https://twitter.com/Freelancer61/status/1463123606897139715,[],[],0,,False,0,0,0,https://twitter.com/cspanwj/status/1463116182245019650,None,,,,,,,[],,,,,i think is not really looking if jeromepowell is his answer powell is too corporate most of his decisions put corps over ppl i won’t believe corps are ppl too until i see em get the deathpenalty these corps get fundingpaid no matter what they do to us ,0.21875,positive
52,52,1463122637626949635,1463122637626949635,1637670594000.0,2021-11-23 07:29:54,-500,,"Premeditated vehicular murder brought to you by professional criminal Darrell Brooks Jr.; released on bail 48 hours earlier. aka Mathboi Fly…wannabe rapper, sex offender, &amp; alleged human trafficker. Too bad WI abolished the #deathpenalty in Sept 2021…he’d  be a great candidate.",en,['deathpenalty'],[],1044579525647118336,1044579525647118336,Truthisunpopulr,Truthisunpopular (same on Parler) 🙉🇺🇸🙈🇺🇸🙊,2,7,https://twitter.com/Truthisunpopulr/status/1463122637626949635,[],[],0,,False,0,0,0,https://twitter.com/tucsonla/status/1462780866669678606,None,,,,,,,[],,,,,premeditated vehicular murder brought to you by professional criminal darrell brooks jr released on bail 48 hours earlier aka mathboi fly…wannabe rapper sex offender amp alleged human trafficker too bad wi abolished the deathpenalty in sept 2021…he’d be a great candidate,-0.04285714285714283,neutral
53,53,1463112254728155138,1463112254728155138,1637668119000.0,2021-11-23 06:48:39,-500,,"In 2020, we interviewed opinion formers from the 6 member states of the Organisation of Eastern Caribbean States (OECS) and Barbados to uncover possible reasons as to why abolition has not yet been achieved. #DeathPenalty #Caribbean  https://t.co/3DELrofxYX",en,"['deathpenalty', 'caribbean']",[],558782310,558782310,DeathPenaltyP,DeathPenaltyProject,2,6,https://twitter.com/DeathPenaltyP/status/1463112254728155138,[],['https://pbs.twimg.com/media/FE4ErqAXMAEogjR.jpg'],1,https://pbs.twimg.com/media/FE4ErqAXMAEogjR.jpg,False,9,0,7,,None,,,,,,,[],,,,,in 2020 we interviewed opinion formers from the 6 member states of the organisation of eastern caribbean states oecs and barbados to uncover possible reasons as to why abolition has not yet been achieved deathpenalty caribbean ,0.0,neutral
54,54,1463100499209510916,1463100499209510916,1637665316000.0,2021-11-23 06:01:56,-500,,#鴎外の怪談　#GhostStory of Ogai Dir. Playwright #永井愛 #AiNagai #松尾貴史　#瀬戸さおり #池田成志　#木野花　#味方良介 #大逆事件 #Treason Incident 1910 #Conspiracy to kill #Emperor #DeathPenalty for 12 #Socialist #森鴎外 #OgaiMori #SurgeonGeneral ＆ #Novelist He suffered from it.  https://t.co/7XvlsOviMO,en,"['鴎外の怪談', 'ghoststory', '永井愛', 'ainagai', '松尾貴史', '瀬戸さおり', '池田成志', '木野花', '味方良介', '大逆事件', 'treason', 'conspiracy', 'emperor', 'deathpenalty', 'socialist', '森鴎外', 'ogaimori', 'surgeongeneral', 'novelist']",[],949809823377338368,949809823377338368,cinemawishtokyo,CinemaWishTokyo,2,6,https://twitter.com/cinemawishtokyo/status/1463100499209510916,[],['https://pbs.twimg.com/media/FE36Ji3aIAQx1r2.jpg'],1,https://pbs.twimg.com/media/FE36Ji3aIAQx1r2.jpg,False,0,0,0,,None,,,,,,,[],,,,,鴎外の怪談　ghoststory of ogai dir playwright 永井愛 ainagai 松尾貴史　瀬戸さおり 池田成志　木野花　味方良介 大逆事件 treason incident 1910 conspiracy to kill emperor deathpenalty for 12 socialist 森鴎外 ogaimori surgeongeneral ＆ novelist he suffered from it ,0.0,neutral
55,55,1463078308078313475,1463078308078313475,1637660025000.0,2021-11-23 04:33:45,-500,,#Pakistan | Christian Sentenced to Death for 'Blasphemy' Acquitted (but Quietly to Avoid Islamist Outrage)  https://t.co/xJaDWZ6ObJ #blasphemy #Islam #sharia #Christians #deathpenalty  https://t.co/EmXb9JkT7e,en,"['pakistan', 'blasphemy', 'islam', 'sharia', 'christians', 'deathpenalty']",[],389416911,389416911,WebDPN,Death Penalty News,2,4,https://twitter.com/WebDPN/status/1463078308078313475,['https://deathpenaltynews.blogspot.com/2021/11/pakistan-christian-sentenced-to-death.html?spref=tw'],['https://pbs.twimg.com/media/FE3l8yaXsAIIn7W.jpg'],1,https://pbs.twimg.com/media/FE3l8yaXsAIIn7W.jpg,False,0,0,0,,None,,,,,,,[],,,,,pakistan  christian sentenced to death for blasphemy acquitted but quietly to avoid islamist outrage blasphemy islam sharia christians deathpenalty ,0.0,neutral
56,56,1463076433362710533,1463076433362710533,1637659579000.0,2021-11-23 04:26:19,-500,,"High Commissioner @UKAmb_Hay and DHM @DaveThomasFCDO had a productive meeting with Chief Justice Yang Arif Tan Sri Tengku Maimun Tuan Mat today to discuss 🇬🇧 - 🇲🇾 cooperation on #sentencing council guidelines, #PrisonsReform and #DeathPenalty.  https://t.co/Q00ZAmkdyt",en,"['sentencing', 'prisonsreform', 'deathpenalty']",[],106355048,106355048,UKinMalaysia,UK in Malaysia🇬🇧,2,4,https://twitter.com/UKinMalaysia/status/1463076433362710533,[],"['https://pbs.twimg.com/media/FE3jGZvVQAINjlh.jpg', 'https://pbs.twimg.com/media/FE3jIWXUcAA_JfK.jpg']",1,https://pbs.twimg.com/media/FE3jGZvVQAINjlh.jpg,False,7,0,3,,None,,,,,,,[],,,,,high commissioner and dhm had a productive meeting with chief justice yang arif tan sri tengku maimun tuan mat today to discuss 🇬🇧  🇲🇾 cooperation on sentencing council guidelines prisonsreform and deathpenalty ,0.16,positive
57,57,1463058538805477376,1463058538805477376,1637655312000.0,2021-11-23 03:15:12,-500,,I have just reported to FBI about my #HavanaSyndrome and #Targetedindividuals damages again. I really hope they investigate institutions all over USA. #HumanTrafficking #Humanrights #Murder #Deathpenalty @FBI @CIA @NSAGov @IJM  https://t.co/G7Q48Ka8A6,en,"['havanasyndrome', 'targetedindividuals', 'humantrafficking', 'humanrights', 'murder', 'deathpenalty']",[],1336312217453568003,1336312217453568003,SachikoMatsuba3,Targetedindividual&Havanasyndrome victim Sachiko,2,3,https://twitter.com/SachikoMatsuba3/status/1463058538805477376,['https://tips.fbi.gov/complete'],[],0,,False,10,4,3,,None,,,,,,,[],,,,,i have just reported to fbi about my havanasyndrome and targetedindividuals damages again i really hope they investigate institutions all over usa humantrafficking humanrights murder deathpenalty ,0.2,positive
58,58,1463047903480463364,1463047903480463364,1637652776000.0,2021-11-23 02:32:56,-500,,#Wisconsin outlawed #DeathPenalty  but are You really going to spend HUGE AMOUNTS of #taxpayer money to keep this DEADLY SOCIOPATH #DarrellBrooks alive for years???   @WiStateJournal @WPR @WisDems @VP,en,"['wisconsin', 'deathpenalty', 'taxpayer', 'darrellbrooks']",[],1445824136488439813,1445824136488439813,g74459419,HAPPY TALES ⭐️,2,2,https://twitter.com/g74459419/status/1463047903480463364,[],[],0,,False,0,0,0,,None,,,,,,,[],,,,,wisconsin outlawed deathpenalty but are you really going to spend huge amounts of taxpayer money to keep this deadly sociopath darrellbrooks alive for years ,0.12500000000000003,positive
59,59,1463040650308370433,1460723608641232900,1637651047000.0,2021-11-23 02:04:07,-500,,@ACLU Racist? Why?  Death penalty has been applied to ppl of all races. So I really want a good explanation on this  eg. Is the #Waukesha killer worth the #deathpenalty?  Or maybe you can kill little white girls and avoid the death penalty bcs you are a POC?  Can we talk about #racism?,en,"['waukesha', 'deathpenalty', 'racism']",[],1413952850665910276,1413952850665910276,says_war,WarCatSays,2,2,https://twitter.com/says_war/status/1463040650308370433,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'ACLU', 'name': 'ACLU', 'id': '13393052'}]",,,,, racist why death penalty has been applied to ppl of all races so i really want a good explanation on this eg is the waukesha killer worth the deathpenalty or maybe you can kill little white girls and avoid the death penalty bcs you are a poc can we talk about racism,0.20249999999999999,positive
60,60,1462964012061233155,1462964012061233155,1637632775000.0,2021-11-22 20:59:35,-500,,"Death row prisoner’s attorneys oppose lethal drug plan. Forced to choose an alternative to the drugs, they offer firing squad.  https://t.co/yx18ucZ2WC @TheNVIndy @s_golonka @nvcadp @DPInfoCtr #Nevada #ZaneFloyd #deathpenalty",en,"['nevada', 'zanefloyd', 'deathpenalty']",[],2859022449,2859022449,RDunhamDPIC,Robert Dunham,1,20,https://twitter.com/RDunhamDPIC/status/1462964012061233155,['https://thenevadaindependent.com/article/death-row-inmates-attorneys-oppose-lethal-drug-plan-want-firing-squad'],[],0,,False,2,1,4,,None,,,,,,,[],,,,,death row prisoner’s attorneys oppose lethal drug plan forced to choose an alternative to the drugs they offer firing squad nevada zanefloyd deathpenalty,-0.30000000000000004,negative
61,61,1462953091532308483,1462953091532308483,1637630172000.0,2021-11-22 20:16:12,-500,,"Had to swerve into traffic because motorist considers the bike lane their parking spot. A moment after I passed same motorist opened his door without looking, because of course he did, and clobbered another cyclist. #DeathPenalty",en,['deathpenalty'],[],97273575,97273575,Clarknt67,"🌹 Clark, a proud citizen of GoFundMe nation",1,20,https://twitter.com/Clarknt67/status/1462953091532308483,[],[],0,,False,11,1,1,,None,,,,,,,[],,,,,had to swerve into traffic because motorist considers the bike lane their parking spot a moment after i passed same motorist opened his door without looking because of course he did and clobbered another cyclist deathpenalty,0.0,neutral
62,62,1462930157249961988,1462930157249961988,1637624704000.0,2021-11-22 18:45:04,-500,,"My heart goes out to those families of the deceased and hurt. What a HORRIFIC thing to happen!!! I hope those children well wishes and get out of the ICU, comas and the bad state their in. ❤️ PLEASE SHARE THIS STORY!! #WaukeshaStrong #DeathPenalty",en,"['waukeshastrong', 'deathpenalty']",[],2562414097,2562414097,SeonLee84,Heather S-L Smith 💇🏻‍♀️,1,18,https://twitter.com/SeonLee84/status/1462930157249961988,[],[],0,,False,0,0,0,https://twitter.com/abc/status/1462866169921261575,None,,,,,,,[],,,,,my heart goes out to those families of the deceased and hurt what a horrific thing to happen i hope those children well wishes and get out of the icu comas and the bad state their in ❤️ please share this story waukeshastrong deathpenalty,-1.0,negative
63,63,1462928481944223749,1462928481944223749,1637624304000.0,2021-11-22 18:38:24,-500,,"Pending charges against Lowlife terrorist darrel brooks! Numerous evidence circulating, confirms the devastation left by this inferior fool and Yet Biden is not convinced! Sleeping Joe needs to wake up and smell that leftist shit! #BidenDisaster #Wakesha #Wisconsin #DeathPenalty  https://t.co/exxQr4oUMP",en,"['bidendisaster', 'wakesha', 'wisconsin', 'deathpenalty']",[],53237132,53237132,RaulBrando,Raul Brando Ramotar,1,18,https://twitter.com/RaulBrando/status/1462928481944223749,[],['https://pbs.twimg.com/media/FE1dsmCXwAcD-_g.jpg'],1,https://pbs.twimg.com/media/FE1dsmCXwAcD-_g.jpg,False,0,0,0,,None,,,,,,,[],,,,,pending charges against lowlife terrorist darrel brooks numerous evidence circulating confirms the devastation left by this inferior fool and yet biden is not convinced sleeping joe needs to wake up and smell that leftist shit bidendisaster wakesha wisconsin deathpenalty ,-0.075,neutral
64,64,1462922230510329858,1462922230510329858,1637622814000.0,2021-11-22 18:13:34,-500,,"The Groveland Four—the Black men accused in a 1949 rape—get case dismissed. 1 was lynched, 2 were wrongly sentenced to death (1 then was murdered by the sheriff), and a teenager was sentenced to life.  https://t.co/Loug6xVOud @NBCNews @erikjhortiz @DPInfoCtr #Florida #deathpenalty",en,"['florida', 'deathpenalty']",[],2859022449,2859022449,RDunhamDPIC,Robert Dunham,1,18,https://twitter.com/RDunhamDPIC/status/1462922230510329858,['https://www.nbcnews.com/news/us-news/groveland-four-black-men-accused-1949-rape-get-case-dismissed-rcna6016'],[],0,,False,5,0,3,,None,,,,,,,[],,,,,the groveland four—the black men accused in a 1949 rape—get case dismissed 1 was lynched 2 were wrongly sentenced to death 1 then was murdered by the sheriff and a teenager was sentenced to life florida deathpenalty,-0.3333333333333333,negative
65,65,1462920762856140800,1462920762856140800,1637622464000.0,2021-11-22 18:07:44,-500,,".@kurteichenwald, have you been a witness to #Oklahoma pumping Draino in to a condemned person's arm? #deathpenalty Have you seen anyone put to death in Huntsville?",en,"['oklahoma', 'deathpenalty']",[],4115865494,4115865494,FlyoverProject,Flyover Project,1,18,https://twitter.com/FlyoverProject/status/1462920762856140800,[],[],0,,False,0,1,0,,None,,,,,,,[],,,,, have you been a witness to oklahoma pumping draino in to a condemned persons arm deathpenalty have you seen anyone put to death in huntsville,0.0,neutral
66,66,1462910263561277442,1462910263561277442,1637619961000.0,2021-11-22 17:26:01,-500,,The leftist admiration is glaringly displayed by Biden with his reckless response to the tragedy in #Waukesha! He was quick to label #Rittenhouse and now requires facts to prove this lowlife is a terrorist!Ignorance!! #DeathPenalty #Terrorism #WaukeshaMassacre @POTUS #condolences,en,"['waukesha', 'rittenhouse', 'deathpenalty', 'terrorism', 'waukeshamassacre', 'condolences']",[],53237132,53237132,RaulBrando,Raul Brando Ramotar,1,17,https://twitter.com/RaulBrando/status/1462910263561277442,[],[],0,,False,0,1,0,https://twitter.com/realDailyWire/status/1462871017420849153,None,,,,,,,[],,,,,the leftist admiration is glaringly displayed by biden with his reckless response to the tragedy in waukesha he was quick to label rittenhouse and now requires facts to prove this lowlife is a terroristignorance deathpenalty terrorism waukeshamassacre condolences,0.22916666666666663,positive
67,67,1462889651891412993,1462889651891412993,1637615046000.0,2021-11-22 16:04:06,-500,,"Only for those that have committed crimes against Humanity! That would include but not limited to: All Politicians , Pharmaceutical CEO's CFO's, Medical Profession, Big Tech as a start! #deathpenalty  https://t.co/NokGqYRQ4r",en,['deathpenalty'],[],462464578,462464578,theallinoneteam,The All in One Team,1,16,https://twitter.com/theallinoneteam/status/1462889651891412993,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1462889570828099591/pu/img/vQ61jNkG8_Bo6pxv.jpg,False,6,0,2,https://twitter.com/WonPeople/status/1462533006464372739,None,,,,,,,[],,,,,only for those that have committed crimes against humanity that would include but not limited to all politicians  pharmaceutical ceos cfos medical profession big tech as a start deathpenalty ,0.008928571428571428,neutral
68,68,1462889098734194698,1462852092524126212,1637614914000.0,2021-11-22 16:01:54,-500,,@MrAndyNgo On a side note his song half a tikket is pretty catchy…too bad he needs to be put down 🤷‍♂️ #deathpenalty,en,['deathpenalty'],[],804417080879509504,804417080879509504,DennisDDS8,NYCcrumbling,1,16,https://twitter.com/DennisDDS8/status/1462889098734194698,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'MrAndyNgo', 'name': 'Andy Ngô 🏳️\u200d🌈', 'id': '2835451658'}]",,,,, on a side note his song half a tikket is pretty catchy…too bad he needs to be put down 🤷‍♂️ deathpenalty,-0.1930555555555555,negative
